sample_id,viral_family_tax_id,assigned_reads
IPB24B-13,10292,4235
IPB24B-13,10662,23153
IPB24B-13,11118,1892
IPB24B-14,10780,7553
IPB24B-14,11006,1365
IPB24B-14,12058,54591
IPB24B-14,232795,1817
IPB24B-14,699189,3604818
IPB24B-14,1283210,15050
IPB24B-15,10662,557
IPB24B-15,10744,256
IPB24B-15,10841,279
IPB24B-15,11118,2744
IPB24B-15,12058,7699
IPB24B-15,39724,3048
IPB24B-15,232795,25041
IPB24B-15,699189,19141
IPB24B-15,1283210,887
IPB24B-15,2169574,1256
IPB24B-15,2731690,520
IPB24B-16,10860,1462
IPB24B-16,11118,1005
IPB24B-16,11158,9934
IPB24B-16,12058,43672
IPB24B-16,39724,1888
IPB6D-1,10662,20716
IPB6D-1,11006,2087
IPB6D-1,12283,108373
IPB6D-1,39738,19666
IPB6D-1,151340,5847
IPB6D-1,699189,2855
IPB6D-1,1283208,3548
IPB6D-1,2169577,16881
IPB6D-2,10662,14419
IPB6D-2,11118,17328
IPB6D-2,2731643,10146
IPB6D-3,10662,56613
IPB6D-3,11118,118339
IPB6D-3,2731643,4508
IPB6D-4,10662,13905
IPB6D-4,11118,18952
IPB6D-5,10662,26287
IPB6D-5,10841,2553
IPB6D-5,11118,50733
IPB6D-5,12058,1572
IPB6D-5,12283,3410
IPB6D-5,39733,1649
IPB6D-5,39738,174224
IPB6D-5,119163,48396
IPB6D-5,151340,395573
IPB6D-5,2169577,53445
IPB6D-6,10662,406900
IPB6D-6,10699,1428
IPB6D-6,10744,3351
IPB6D-6,10780,5523
IPB6D-6,11118,269346
IPB6D-6,11974,1295
IPB6D-6,39724,7072
IPB6D-6,151340,172496
IPB6D-6,2731643,24791
IPB6D-7,10662,33662
IPB6D-7,151340,1721
IPB6D-8,10662,9647
IPB6D-8,699189,2083
IPB6D-9,10662,14522
IPB6D-10,10662,20599
IPB6D-10,12058,35455
IPB24C-74,10780,29530
IPB24C-74,10841,388
IPB24C-74,11012,571
IPB24C-74,11118,472
IPB24C-74,12058,577
IPB24C-74,39724,5236
IPB24C-74,39738,1473
IPB24C-74,151341,16811
IPB24C-74,232795,1411
IPB24C-74,291484,61613
IPB24C-74,1283210,1361
IPB24C-74,1910928,8321
IPB24C-74,2169570,324
IPB24C-74,2169574,433
IPB24E-195,10662,129395
IPB24E-195,10841,935
IPB24E-195,11118,6089
IPB24E-199,10508,1760
IPB24E-199,10662,380348
IPB24E-199,10744,934
IPB24E-199,10780,622
IPB24E-199,11118,12233
IPB24E-199,151340,31595
IPB24E-199,585893,1172
IPB24C-27,10662,603
IPB24C-27,10780,648
IPB24C-27,10841,1283
IPB24C-27,11118,1300
IPB24C-27,39724,1589
IPB24C-27,699189,612
IPB24C-27,2169570,1789
IPB24A-35,10744,1374
IPB24A-35,10780,1028
IPB24A-35,10841,42519
IPB24A-35,11118,1295
IPB24A-35,11974,35051
IPB24A-35,39724,3762
IPB24A-35,699189,783
IPB24D-34,10744,4470
IPB24D-34,10780,3630
IPB24D-34,10841,150685
IPB24D-34,11118,1011
IPB24D-34,11270,581
IPB24D-34,232795,1853
IPB24A-37,10699,1046
IPB24A-37,10780,14890
IPB24A-37,10841,2756
IPB24A-37,11118,17748
IPB24A-37,11158,22913
IPB24A-37,12058,113295
IPB24A-37,39724,2076
IPB24A-37,151340,876
IPB24A-37,699189,14503
IPB24A-37,2169574,627
IPB24A-37,2731643,573
IPB24D-36,10662,1469
IPB24D-36,10841,606
IPB24D-36,11118,6746
IPB24D-36,39724,20019
IPB24D-36,39738,1218
IPB24D-36,2731643,931
IPB24A-38,10699,724
IPB24A-38,10780,698
IPB24A-38,10841,734
IPB24A-38,11118,1061
IPB24A-38,39733,5889
IPB24A-38,39738,3128
IPB24A-38,699189,24767
IPB24A-38,2169570,60259
IPB24A-39,10780,203752
IPB24A-39,10841,2274
IPB24A-39,11118,135664
IPB24A-39,11158,16452
IPB24A-39,12058,210777
IPB24A-39,39724,1484
IPB24A-39,699189,2396
IPB24A-39,2169570,5145
IPB24A-39,2731691,10779
IPB24D-37,10744,6220
IPB24D-37,10841,803691
IPB24D-37,12058,2644
IPB24D-37,232795,1298793
IPB24D-37,2731643,73473
IPB24D-38,11118,7813004
IPB24D-38,699189,80230
IPB24D-41,10662,209
IPB24D-41,10780,336
IPB24D-41,10841,507
IPB24D-41,11118,1758
IPB24D-41,11974,3450
IPB24D-41,39724,336
IPB24D-41,232795,542
IPB24D-41,249310,345
IPB24D-41,2169577,1136
IPB24D-42,10841,1272
IPB24D-44,10744,4467
IPB24D-44,10841,921716
IPB24D-44,11118,92230
IPB24D-44,232795,37850
IPB24D-44,2731643,4328
IPB24D-46,10780,4342619
IPB24D-46,1283210,94084
IPB24A-42,10662,3173
IPB24A-42,10780,6515
IPB24A-42,39724,1062
IPB24A-42,2842329,2472
IPB24D-50,10662,3678
IPB24D-50,10699,327
IPB24D-50,10744,412
IPB24D-50,10780,516
IPB24D-50,10841,7234
IPB24D-50,11118,1610
IPB24D-50,11974,2475
IPB24D-50,12058,12339
IPB24D-50,39724,3577
IPB24D-50,232795,9487
IPB24D-50,699189,1621
IPB24D-50,1910928,436
IPB24D-50,2731690,313
IPB24D-51,10699,1227
IPB24D-51,10780,20211
IPB24D-51,10841,18827
IPB24D-51,39724,1287
IPB24D-52,10780,24943
IPB24D-52,11118,2370
IPB24D-52,39724,1810
IPB24D-52,39738,277
IPB24D-52,232795,2065
IPB24D-52,2169570,788
IPB24D-52,2169574,1375
IPB24D-52,2842329,4394
IPB24B-3,10841,1081
IPB24B-3,11050,601
IPB24B-3,11118,510
IPB24B-3,11158,4127
IPB24B-3,12058,2935
IPB24B-3,39724,8655
IPB24B-3,232795,2036
IPB24B-3,1910928,746
IPB24B-4,10780,46392
IPB24B-4,10841,18799
IPB24B-4,11012,664
IPB24B-4,11118,972
IPB24B-4,11158,630
IPB24B-4,12058,460752
IPB24B-4,39724,1409
IPB24B-4,232795,18735
IPB24B-4,699189,19618
IPB24B-4,1910928,1160
IPB24B-4,2169570,1873
IPB24B-4,2501952,1276
IPB24A-1,10662,73115
IPB24A-1,10744,1571
IPB24A-1,10780,41761
IPB24A-1,11006,4970
IPB24A-1,11012,8021
IPB24A-1,11118,12747
IPB24A-1,11974,1060928
IPB24A-1,12058,848453
IPB24A-1,12283,987
IPB24A-1,39724,16146
IPB24A-1,39733,8081
IPB24A-1,39738,12505
IPB24A-1,119163,40790
IPB24A-1,232795,29845
IPB24A-1,249310,338354
IPB24A-1,699189,67985
IPB24A-1,1283210,1983
IPB24A-1,1910928,2320
IPB24A-1,2169570,5418
IPB24A-1,2169577,12194
IPB24A-10,10662,131081
IPB24A-10,10744,1268
IPB24A-10,10780,75258
IPB24A-10,11118,14512
IPB24A-10,12058,944777
IPB24A-10,232795,13850
IPB24A-11,10662,65258
IPB24A-11,10744,3812
IPB24A-11,10780,2187174
IPB24A-11,11012,1658
IPB24A-11,11118,19395
IPB24A-11,11974,15127
IPB24A-11,12058,978
IPB24A-11,39724,2365
IPB24A-11,232795,10052
IPB24A-11,1910928,3837
IPB24A-12,10662,49330
IPB24A-12,10780,13418
IPB24A-12,10841,1442
IPB24A-12,11118,213295
IPB24A-12,11158,690
IPB24A-12,12058,1662
IPB24A-12,39724,1269
IPB24A-12,39738,1606
IPB24A-12,232795,21220
IPB24A-12,699189,4876
IPB24A-12,1910928,11081
IPB24A-12,2022639,573
IPB24A-12,2842329,37111
IPB24A-13,10508,29064
IPB24A-13,10662,6904
IPB24A-13,10744,649
IPB24A-13,10780,801561
IPB24A-13,10841,6296
IPB24A-13,11118,284
IPB24A-13,151340,2057
IPB24A-13,232795,285
IPB24A-14,10662,120051
IPB24A-14,10699,497
IPB24A-14,10744,1817
IPB24A-14,10780,1850
IPB24A-14,10841,1121
IPB24A-14,11118,82933
IPB24A-14,11158,571
IPB24A-14,39724,412
IPB24A-14,249310,403819
IPB24A-14,1910928,297
IPB24A-15,10662,18791
IPB24A-15,10780,1829
IPB24A-15,10841,1165
IPB24A-15,11118,386460
IPB24A-15,12058,45422
IPB24A-15,12283,1073
IPB24A-15,232795,2945
IPB24A-15,249310,272410
IPB24A-15,699189,5108
IPB24A-16,10662,18179
IPB24A-16,10780,1626
IPB24A-16,10841,449
IPB24A-16,11118,18187
IPB24A-16,12058,190
IPB24A-16,12283,209
IPB24A-16,232795,892
IPB24A-16,249310,52505
IPB24A-16,699189,1128
IPB24A-16,1283207,719
IPB24A-16,1283208,4109
IPB24A-16,1910928,2186
IPB24A-16,2169568,2058
IPB24A-17,10662,33909
IPB24A-17,10780,49289
IPB24A-17,10841,620
IPB24A-17,11118,322496
IPB24A-17,39724,1469
IPB24A-18,10662,35781
IPB24A-18,10744,330
IPB24A-18,10780,15946
IPB24A-18,11118,137479
IPB24A-18,2169568,301
IPB24A-19,10662,7880
IPB24A-19,10744,1840
IPB24A-19,10841,1984
IPB24A-19,10880,1934
IPB24A-19,11118,55478
IPB24A-19,39724,3025
IPB24A-19,151340,2213
IPB24A-19,232795,556
IPB24A-2,10662,7996
IPB24A-2,10780,1302403
IPB24A-2,11006,1261
IPB24A-2,11012,4223
IPB24A-2,11118,2946
IPB24A-2,12058,2060
IPB24A-2,12283,2038
IPB24A-2,39738,42360
IPB24A-2,699189,21141
IPB24A-2,1910928,3794
IPB24A-2,2169570,13920
IPB24A-2,2169577,9113
IPB24A-20,10662,5566
IPB24A-20,10780,13601
IPB24A-20,10841,1065
IPB24A-20,11118,2007930
IPB24A-20,11158,4112
IPB24A-20,39733,2276
IPB24A-20,699189,2193
IPB24A-20,2169570,2261
IPB24A-21,10662,1764
IPB24A-21,10780,2127
IPB24A-21,10841,1789
IPB24A-21,11118,905649
IPB24A-21,12058,4344
IPB24A-21,39724,874
IPB24A-21,232795,1214
IPB24A-21,249310,4469
IPB24A-21,1910928,1029
IPB24A-22,11118,17853
IPB24A-22,12058,433694
IPB24A-22,232795,2807945
IPB24A-23,10780,6251
IPB24A-23,10841,1647
IPB24A-23,11118,2571
IPB24A-23,11632,8477
IPB24A-23,12058,16183
IPB24A-23,39724,2536
IPB24A-23,232795,588
IPB24A-23,699189,3983
IPB24A-23,1283207,703
IPB24A-23,1910928,2677
IPB24A-23,2169574,314
IPB24A-24,10662,10442
IPB24A-24,10780,33701
IPB24A-24,10841,586
IPB24A-24,11006,613
IPB24A-24,11118,13141
IPB24A-24,11989,1109
IPB24A-24,39724,5597
IPB24A-24,232795,211761
IPB24A-24,1910928,428
IPB24A-24,2169574,444
IPB24A-24,2560065,460
IPB24A-24,2731690,483
IPB24A-25,10780,1110650
IPB24A-25,10841,4032
IPB24A-25,11118,1189
IPB24A-25,11632,2064
IPB24A-25,11974,839
IPB24A-25,39724,27196
IPB24A-25,186766,2061
IPB24A-25,232795,2409
IPB24A-25,699189,1658
IPB24A-25,1283210,17193
IPB24A-25,1910928,886
IPB24A-25,2842329,4971
IPB24A-26,10780,2724724
IPB24A-26,10841,8832
IPB24A-26,11118,1301
IPB24A-26,11974,1549
IPB24A-26,12058,860
IPB24A-26,39724,1005114
IPB24A-26,232795,2914
IPB24A-26,1283210,1463
IPB24A-27,10508,11444
IPB24A-27,10780,2199
IPB24A-27,10841,1207
IPB24A-27,11118,963
IPB24A-27,39724,2059
IPB24A-27,232795,78519
IPB24A-27,699189,364980
IPB24A-28,10662,264
IPB24A-28,10780,1983
IPB24A-28,10841,446
IPB24A-28,11118,3879
IPB24A-28,11989,246
IPB24A-28,12058,4150
IPB24A-28,39724,2751
IPB24A-28,232795,964
IPB24A-28,699189,298
IPB24A-28,2169574,147
IPB24A-28,2560065,142
IPB24A-29,10662,1225
IPB24A-29,10780,1947
IPB24A-29,10841,2075
IPB24A-29,11118,3416
IPB24A-29,12058,2120
IPB24A-29,39724,2716
IPB24A-29,232795,485715
IPB24A-29,699189,10327
IPB24A-29,2169570,756
IPB24A-29,2169574,789
IPB24A-3,10292,2037
IPB24A-3,10662,360887
IPB24A-3,10744,1410
IPB24A-3,10780,24828
IPB24A-3,10841,2802
IPB24A-3,11012,1664
IPB24A-3,11118,57839
IPB24A-3,12058,59537
IPB24A-3,39738,8646
IPB24A-3,232795,1662
IPB24A-3,699189,8854
IPB24A-3,1910928,1707
IPB24A-3,2169577,993
IPB24A-30,10780,834149
IPB24A-30,10841,4239
IPB24A-30,11118,130514
IPB24A-30,39724,627
IPB24A-30,151341,1095
IPB24A-30,232795,8761
IPB24A-30,699189,543
IPB24A-30,1910928,468
IPB24A-31,10744,6110
IPB24A-31,10780,226125
IPB24A-31,10841,280354
IPB24A-31,11158,10139
IPB24A-31,11974,9674
IPB24A-31,12058,16350
IPB24A-31,12283,2190
IPB24A-31,39724,254338
IPB24A-31,232795,2244944
IPB24A-31,699189,215525
IPB24A-31,1283210,3004
IPB24A-31,2169570,11064
IPB24A-32,10508,12774
IPB24A-32,10780,61777
IPB24A-32,10841,16981
IPB24A-32,11118,1691
IPB24A-32,11158,1597
IPB24A-32,12058,16348
IPB24A-32,39724,7614
IPB24A-32,39733,4825
IPB24A-32,39738,4112
IPB24A-32,232795,1150244
IPB24A-32,699189,97491
IPB24A-32,1283210,1151
IPB24A-32,2169570,10466
IPB24A-33,10780,4039
IPB24A-33,11118,45415
IPB24A-33,11974,2166
IPB24A-33,12058,8483
IPB24A-33,39724,4849
IPB24A-33,232795,1519
IPB24A-34,10841,8183
IPB24A-34,11118,10313
IPB24A-34,11158,624
IPB24A-34,11974,252694
IPB24A-34,12058,11508
IPB24A-34,39724,484
IPB24A-34,39733,8582
IPB24A-34,151340,642
IPB24A-34,232795,1773
IPB24A-35,10780,1253
IPB24A-35,10841,672
IPB24A-35,11118,5114
IPB24A-35,11974,102658
IPB24A-35,12058,1980
IPB24A-35,39724,12240
IPB24A-35,151341,507
IPB24A-35,699189,4302
IPB24A-36,10841,1576518
IPB24A-36,39724,6090
IPB24A-37,10699,1197
IPB24A-37,10780,13239
IPB24A-37,10841,2489
IPB24A-37,11118,24596
IPB24A-37,11158,21602
IPB24A-37,12058,136315
IPB24A-37,39724,1016
IPB24A-37,151340,955
IPB24A-37,699189,19058
IPB24A-37,2169574,634
IPB24A-37,2731643,655
IPB24A-38,10699,592
IPB24A-38,10780,1365
IPB24A-38,11118,756
IPB24A-38,39724,703
IPB24A-38,39733,4644
IPB24A-38,39738,2776
IPB24A-38,699189,24127
IPB24A-38,2169570,48165
IPB24A-39,10780,124172
IPB24A-39,10841,1231
IPB24A-39,11118,110541
IPB24A-39,11158,11853
IPB24A-39,12058,157996
IPB24A-39,39724,935
IPB24A-39,699189,2153
IPB24A-39,2169570,3090
IPB24A-39,2731691,5908
IPB24A-4,10780,8946
IPB24A-4,11118,1105
IPB24A-4,12283,201539
IPB24A-4,39724,12396
IPB24A-4,39738,29368
IPB24A-4,232795,511378
IPB24A-4,699189,2608
IPB24A-4,1283210,4738
IPB24A-40,10780,2950
IPB24A-40,10841,3644
IPB24A-40,11118,9836869
IPB24A-40,12058,15493
IPB24A-40,39733,24391
IPB24A-40,232795,2550
IPB24A-41,10841,3696612
IPB24A-41,11118,1564
IPB24A-41,232795,50756
IPB24A-41,2731643,10166
IPB24A-42,10662,2931
IPB24A-42,10780,5770
IPB24A-42,10841,1909
IPB24A-42,11118,2285
IPB24A-42,39724,1069
IPB24A-42,2842329,2480
IPB24A-43,10780,646
IPB24A-43,10841,564
IPB24A-43,39724,2260
IPB24A-43,232795,2562
IPB24A-43,2842329,347
IPB24A-44,10662,484
IPB24A-44,10780,712
IPB24A-44,10841,14796
IPB24A-44,11118,179
IPB24A-44,39724,2467
IPB24A-44,232795,727
IPB24A-44,549779,225
IPB24A-44,1910928,307
IPB24A-44,2842329,251
IPB24A-45,10662,5554
IPB24A-45,10780,111711
IPB24A-45,10811,5127
IPB24A-45,10841,14747
IPB24A-45,11118,996
IPB24A-45,39724,4128943
IPB24A-45,232795,12256
IPB24A-45,1910928,1044
IPB24A-45,2731691,2160
IPB24A-5,10240,2267
IPB24A-5,10662,36878
IPB24A-5,10744,88
IPB24A-5,10780,3474
IPB24A-5,10841,2027
IPB24A-5,11012,283
IPB24A-5,11118,2500
IPB24A-5,11158,149
IPB24A-5,12058,20651
IPB24A-5,12283,228
IPB24A-5,39724,533
IPB24A-5,39738,174
IPB24A-5,232795,5008
IPB24A-5,699189,569
IPB24A-5,2842329,1373
IPB24A-6,10292,111
IPB24A-6,10662,16563
IPB24A-6,10780,7457
IPB24A-6,10841,270
IPB24A-6,11118,166
IPB24A-6,11632,138
IPB24A-6,12058,377
IPB24A-6,12283,175
IPB24A-6,39724,736
IPB24A-6,232795,447
IPB24A-6,249310,622
IPB24A-6,699189,343
IPB24A-6,1283210,1152
IPB24A-6,1910928,7488
IPB24A-6,2731643,350
IPB24A-6,2842329,1271
IPB24A-7,10662,2115
IPB24A-7,10780,7108
IPB24A-7,11012,952
IPB24A-7,12058,8744
IPB24A-7,39738,1893
IPB24A-7,119163,480
IPB24A-7,232795,1117905
IPB24A-7,249310,673
IPB24A-7,699189,22531
IPB24A-7,1910928,1233
IPB24A-8,10662,2954
IPB24A-8,10780,218623
IPB24A-8,11006,885
IPB24A-8,11012,2242
IPB24A-8,12058,30025
IPB24A-8,12283,3711
IPB24A-8,39738,8799
IPB24A-8,119163,3440
IPB24A-8,232795,93405
IPB24A-8,699189,257773
IPB24A-8,1283210,709
IPB24A-8,1910928,1168
IPB24A-8,2169570,3684
IPB24A-8,2169577,5249
IPB24A-9,10662,14137
IPB24A-9,10744,643
IPB24A-9,10780,1612936
IPB24A-9,10841,1459
IPB24A-9,11012,306
IPB24A-9,11118,503
IPB24A-9,39724,7567
IPB24A-9,232795,1474
IPB24A-9,249310,4519
IPB24A-9,699189,20633
IPB24B-1,10780,17616
IPB24B-1,10841,1480
IPB24B-1,11012,13835
IPB24B-1,11118,3588422
IPB24B-1,11158,1462
IPB24B-1,12058,875
IPB24B-1,12283,1830
IPB24B-1,39724,3123
IPB24B-1,232795,258726
IPB24B-1,699189,7878
IPB24B-1,2169570,31196
IPB24B-10,10662,5713
IPB24B-10,10780,45376
IPB24B-10,10841,21162
IPB24B-10,11006,1170
IPB24B-10,11118,1119872
IPB24B-10,11632,1052
IPB24B-10,12058,5751
IPB24B-10,12283,49881
IPB24B-10,39724,30863
IPB24B-10,151341,8734
IPB24B-10,232795,22684
IPB24B-10,699189,6468
IPB24B-10,1283208,1130
IPB24B-10,1283210,9906
IPB24B-10,1910928,15471
IPB24B-10,2169574,6888
IPB24B-10,2169577,9511
IPB24B-11,10780,526946
IPB24B-11,11118,4975612
IPB24B-11,12058,18383
IPB24B-11,39724,920
IPB24B-11,232795,10374
IPB24B-11,291484,5191
IPB24B-11,699189,1602
IPB24B-11,1283210,1268
IPB24B-11,2842329,879
IPB24B-12,10780,5073
IPB24B-12,11118,5550008
IPB24B-12,12058,248185
IPB24B-12,39724,1893
IPB24B-12,232795,3327
IPB24B-12,1283207,1602
IPB24B-13,10780,192
IPB24B-13,11006,204
IPB24B-13,11118,5483
IPB24B-13,12058,388
IPB24B-13,232795,223
IPB24B-14,11118,6538
IPB24B-14,12058,330
IPB24B-15,11118,1439
IPB24B-15,12058,193
IPB24B-16,11118,3538
IPB24B-2,10662,424
IPB24B-2,10699,1455
IPB24B-2,10780,71985
IPB24B-2,11118,4625
IPB24B-2,39724,5894
IPB24B-2,699189,1174
IPB24B-2,2169570,526
IPB24B-3,10780,407
IPB24B-3,10841,944
IPB24B-3,11050,639
IPB24B-3,11118,1506
IPB24B-3,11158,2936
IPB24B-3,12058,2115
IPB24B-3,39724,6976
IPB24B-3,232795,1540
IPB24B-3,687329,432
IPB24B-3,1910928,705
IPB24B-4,10780,49417
IPB24B-4,10841,21216
IPB24B-4,11012,681
IPB24B-4,11118,2760
IPB24B-4,11158,708
IPB24B-4,12058,522517
IPB24B-4,39724,1495
IPB24B-4,232795,19423
IPB24B-4,699189,20779
IPB24B-4,1910928,1237
IPB24B-4,2169570,2021
IPB24B-4,2501952,1357
IPB24B-5,10780,83233
IPB24B-5,10841,10113
IPB24B-5,11050,4574
IPB24B-5,11118,650940
IPB24B-5,12058,132084
IPB24B-5,39724,2123
IPB24B-5,39738,122316
IPB24B-5,186766,2958
IPB24B-5,232795,126028
IPB24B-5,699189,7183
IPB24B-5,1910928,3503
IPB24B-5,2169570,18655
IPB24B-6,10780,68763
IPB24B-6,11118,4940995
IPB24B-6,11158,4050
IPB24B-6,12058,140532
IPB24B-6,39724,2932
IPB24B-6,39738,33769
IPB24B-6,151341,5773
IPB24B-6,687329,7205
IPB24B-6,1283210,2138
IPB24B-6,2169574,6965
IPB24B-7,10780,16277
IPB24B-7,10841,1992
IPB24B-7,11118,701726
IPB24B-7,12058,729085
IPB24B-7,39724,739
IPB24B-7,39738,177560
IPB24B-7,2169577,1559
IPB24B-8,10780,457626
IPB24B-8,10841,149944
IPB24B-8,11006,2205364
IPB24B-8,11118,133708
IPB24B-8,11270,2956
IPB24B-8,11974,11136
IPB24B-8,12058,732692
IPB24B-8,39724,2275
IPB24B-8,232795,1064268
IPB24B-8,687329,3848
IPB24B-8,699189,18834
IPB24B-8,1910928,4494
IPB24B-8,2169570,19252
IPB24B-8,2501952,3545
IPB24B-9,10662,1388
IPB24B-9,10780,11738
IPB24B-9,10841,376
IPB24B-9,11118,138287
IPB24B-9,12058,731
IPB24B-9,12283,4514
IPB24B-9,39724,10160
IPB24B-9,151341,3837
IPB24B-9,232795,24818
IPB24B-9,1910928,1299
IPB24B-9,2169574,442
IPB24B-9,2842329,4289
IPB24C-21,10662,2807
IPB24C-21,10699,982
IPB24C-21,10780,159484
IPB24C-21,10841,1855
IPB24C-21,11118,15504
IPB24C-21,39724,12925
IPB24C-21,699189,2506
IPB24C-21,1910928,802
IPB24C-21,2169570,2013
IPB24C-22,10780,502
IPB24C-22,10841,1654
IPB24C-22,11118,1966
IPB24C-22,12058,16195
IPB24C-22,39724,8666
IPB24C-22,232795,3632
IPB24C-22,699189,2594
IPB24C-22,1283210,2309
IPB24C-22,1910928,704
IPB24C-22,1980417,598
IPB24C-23,10780,2829
IPB24C-23,39724,204521
IPB24C-23,699189,5301
IPB24C-24,10662,1495
IPB24C-24,10780,634
IPB24C-24,10841,839
IPB24C-24,11006,441
IPB24C-24,11118,4154
IPB24C-24,11632,22745
IPB24C-24,39724,3625
IPB24C-24,699189,617
IPB24C-24,1910928,6956
IPB24C-24,2560065,393
