Sample group,Shannon index,Season,Year,SampleSize (log10),latitude,longitude,Terrain,Host genus,Annual Mean Temperature (Bio1),Mean Diurnal Range (Mean of monthly max temp - min temp) (Bio2),Isothermality (BIO2/BIO7) (x100) (Bio3),Temperature Seasonality (standard deviation x100) (Bio4),Max Temperature of Warmest Month (Bio5),Min Temperature of Coldest Month (Bio6),Temperature Annual Range (BIO5-BIO6) (Bio7),Mean Temperature of Wettest Quarter (Bio8),Mean Temperature of Driest Quarter (Bio9),Mean Temperature of Warmest Quarter (Bio10),Mean Temperature of Coldest Quarter (Bio11),Annual Precipitation (Bio12),Precipitation of Wettest Month (Bio13),Precipitation of Driest Month (Bio14),Precipitation Seasonality (Coefficient of Variation) (Bio15),Precipitation of Wettest Quarter (Bio16),Precipitation of Driest Quarter (Bio17),Precipitation of Warmest Quarter (Bio18),Precipitation of Coldest Quarter (Bio19),Global Mammal Richness (GMR),Global Railway (GR),Global Linear Hydrography (GLH),Human Footprint (HFT),Fractional Vegetation Cover (FVC),Normalized Difference Vegetation Index (NDVI),China GDP Spatial Distribution (GDP),China High-Resolution Ecological Environment Quality (CHEQ),China Population Spatial Distribution (PSD),Digital Elevation Model (DEM),landuseName Forest land closed canopy,landuseName High coverage grassland,landuseName Low coverage grassland,landuseName Medium coverage grassland,landuseName Other construction land,landuseName Other forest land,landuseName Paddy field,landuseName Reservoirs and ponds,landuseName Rivers and canals,landuseName Rural residential area,landuseName Shrubland,landuseName Sparse woodland,landuseName Urban built up area
IPB24C-62,7.093106221,Summer,2023,1.505149978,31.36,118.45,Plain,Pipistrellus,16.0125,8.341666,25.43191,918.42786,32,-0.8,32.8,24.7,4.4,27.016666,4.4,1158,185,30,51.763706,486,123,478,123,52,0.067050251,0.102850957,50,6,0.7556972,5242,0.3731368,748,7.625,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-63,6.658752281,Summer,2023,1.505149978,31.36,118.45,Plain,Pipistrellus,16.0125,8.341666,25.43191,918.42786,32,-0.8,32.8,24.7,4.4,27.016666,4.4,1158,185,30,51.763706,486,123,478,123,52,0.067050251,0.102850957,50,6,0.7556972,5242,0.3731368,748,7.625,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-65,1.5,Summer,2023,1.505149978,31.36,118.45,Plain,Pipistrellus,16.0125,8.341666,25.43191,918.42786,32,-0.8,32.8,24.7,4.4,27.016666,4.4,1158,185,30,51.763706,486,123,478,123,52,0.067050251,0.102850957,50,6,0.7556972,5242,0.3731368,748,7.625,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-66,6.715569828,Summer,2023,1.491361694,31.36,118.45,Plain,Pipistrellus,16.0125,8.341666,25.43191,918.42786,32,-0.8,32.8,24.7,4.4,27.016666,4.4,1158,185,30,51.763706,486,123,478,123,52,0.067050251,0.102850957,50,6,0.7556972,5242,0.3731368,748,7.625,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-68,7.480928794,Summer,2023,1.491361694,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.059667269,0.096216366,50,1,0.7723293,5242,0.39967537,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-69,5.603586383,Spring,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.059667269,0.096216366,50,1,0.7723293,5242,0.39967537,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-70,6.804214899,Spring,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.059667269,0.096216366,50,1,0.7723293,5242,0.39967537,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-71,3.664497779,Spring,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.059667269,0.096216366,50,1,0.7723293,5242,0.39967537,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-72,0,Spring,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.059667269,0.096216366,50,1,0.7723293,5242,0.39967537,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-73,7.091241342,Spring,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.059667269,0.096216366,50,1,0.7723293,5242,0.39967537,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-74,5.996696162,Spring,2023,1.447158031,31.36,118.46,Plain,Pipistrellus,16.008333,8.333333,25.406504,917.99146,32,-0.8,32.8,24.683334,4.4,27,4.4,1158,184,30,51.389164,484,123,476,123,52,0.073369522,0.109692647,50,6,0.7071454,5315,0.34757376,759,7.625,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-76,6.549866659,Spring,2023,1.447158031,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.061075573,0.097771495,40.90499,1,0.7723293,5242,0.45285824,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-77,6.952046682,Spring,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.061075573,0.097771495,40.90499,1,0.7723293,5242,0.45285824,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-78,6.616500319,Spring,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.061075573,0.097771495,40.90499,1,0.7723293,5242,0.45285824,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-79,1,Spring,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.061075573,0.097771495,40.90499,1,0.7723293,5242,0.45285824,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-82,5.402569011,Summer,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.061075573,0.097771495,40.90499,1,0.7723293,5242,0.45285824,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-83,5.222274414,Summer,2023,1.431363764,31.35,118.45,Plain,Pipistrellus,16.041666,8.316667,25.35569,917.62006,32,-0.8,32.8,24.7,4.4166665,27.033333,4.4166665,1163,184,30,51.43655,486,124,479,124,53,0.061075573,0.097771495,40.90499,1,0.7723293,5242,0.45285824,748,8.25,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-84,6.138875234,Summer,2023,1.431363764,31.36,118.4,Mesa,Pipistrellus,16.25,8.3,25.227962,921.18256,32.4,-0.5,32.9,24.95,4.5666666,27.283333,4.5666666,1180,189,31,51.985764,496,126,492,126,52,0.015261037,0.048782373,48.884754,6,0.5918536,6960,0.4207216,994,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-86,4.512647281,Summer,2023,1.447158031,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-88,1.584962501,Summer,2023,1.447158031,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-89,5.14408266,Summer,2023,1.447158031,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-90,6.442768638,Summer,2023,1.431363764,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-91,5.309101316,Summer,2023,1.431363764,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-92,5.884513436,Summer,2023,1.431363764,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-95,6.309158682,Summer,2023,1.51851394,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-96,5.383304181,Summer,2023,1.505149978,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-97,7.075237968,Summer,2023,1.505149978,31.35,118.43,Plain,Pipistrellus,16.091667,8.266666,25.203253,918.1722,32.1,-0.7,32.8,24.766666,4.4666667,27.083334,4.4666667,1166,184,31,51.37056,487,125,481,125,53,0.046490632,0.082871177,50,6,0.8540533,6025,0.35234866,860,7.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-99,6.346138777,Summer,2023,1.342422681,31.32,118.5,Plain,Pipistrellus,16.004166,8.158333,25.102564,910.86487,31.8,-0.7,32.5,24.6,6.583333,26.916666,4.4666667,1165,186,30,51.39881,486,123,478,124,52,0.112397845,0.144311584,35.260513,1,0.9478976,5198,0.58186984,742,8.375,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24D-33,1.584962501,Spring,2023,0.301029996,24.57,115.89,Hill,Pipistrellus,20.725,8.8,33.716476,624.95636,32.8,6.7,26.099998,24.016666,14.1,27.716667,12.5,1573,251,31,58.159573,686,129,568,172,66,0.391702527,0.297554273,38.098312,6,0.7525043,1391,0.3135634,339,159.125,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24D-34,7.244966902,Spring,2023,0.477121255,24.89,115.96,Mountain,Myotis,19.979166,8.941667,33.117287,649.1444,32.5,5.5,27,23.416666,13.083333,27.266666,11.45,1556,251,33,58.269665,694,134,543,175,71,0.653581529,0.221089139,19.680363,3,0.9314301,587,0.4801223,143,218.8125,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24D-35,2.128085279,Spring,2023,0.301029996,24.43,112.18,Mountain,Myotis,16.2625,7.4083333,29.39815,655.37335,27.9,2.7,25.199999,19.866667,9.5,23.616667,7.6666665,1706,300,43,62.014824,790,139,632,191,72,0.969746421,1.091482155,3.0764015,2,0.94314176,442,0.88415533,104,923.5625,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-36,3.807354922,Spring,2023,0.477121255,24.43,112.18,Mountain,Myotis,16.2625,7.4083333,29.39815,655.37335,27.9,2.7,25.199999,19.866667,9.5,23.616667,7.6666665,1706,300,43,62.014824,790,139,632,191,72,0.969746421,1.091482155,3.0764015,2,0.94314176,442,0.88415533,104,923.5625,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-38,5.277613437,Spring,2023,0.77815125,25.05,113.77,Mesa,Pipistrellus,19.9125,8.108333,29.592457,711.97906,33.1,5.7,27.399998,23.733334,12.433333,28.099998,10.733334,1513,256,36,62.152122,717,123,528,173,71,0.270260988,0.060175439,32.329018,3,0.924291,563,0.5150277,101,112.375,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-39,1.584962501,Spring,2023,0.301029996,25.28,113.06,Mountain,Rhinolophus,19.025,8.099999,28.421053,747.5946,32.8,4.3,28.5,23.083334,11.15,27.666666,9.383333,1415,241,35,60.02564,661,121,503,148,77,0.003040505,0.706505044,45.535725,3,0.93778634,1189,0.40427107,370,209.625,0,0,0,0,0,0,0,0,0,0,0,0,1
IPB24D-41,1.49111485,Spring,2023,0.602059991,25.05,113.77,Mesa,Myotis,19.9125,8.108333,29.592457,711.97906,33.1,5.7,27.399998,23.733334,12.433333,28.099998,10.733334,1513,256,36,62.152122,717,123,528,173,71,0.270260988,0.060175439,32.329018,3,0.924291,563,0.5150277,101,112.375,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-42,4.277613437,Spring,2023,0.301029996,25.01,113.64,Mountain,Rhinolophus,19.033333,8.166667,30.024511,700.3581,32.1,4.9,27.199999,22.8,11.683333,27.083332,10,1534,261,38,63.086155,733,121,539,176,71,0.152642928,0.133476384,7.190371,2,1,467,0.79503065,83,334.3125,0,0,0,1,0,0,0,0,0,0,0,0,0
IPB24D-43,4.169925001,Spring,2023,0.477121255,25.05,113.77,Mesa,Megaderma,19.9125,8.108333,29.592457,711.97906,33.1,5.7,27.399998,23.733334,12.433333,28.099998,10.733334,1513,256,36,62.152122,717,123,528,173,71,0.270260988,0.060175439,32.329018,3,0.924291,563,0.5150277,101,112.375,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-46,3.689891669,Summer,2023,0.77815125,22.6,114.18,Mountain,Myotis,22.329166,6.3416667,31.086601,525.0561,31.4,11,20.4,28.016666,17,28.016666,15.35,2019,362,27,77.70664,1025,95,1025,104,62,0.064585566,0.452370715,39.004654,3,1,154902,0.5331848,10134,68.375,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-47,3.459431619,Summer,2023,0.698970004,23.15,112.54,Mountain,Pipistrellus,21.883333,7.116667,31.350956,580.66705,32.3,9.6,22.699999,27.266666,15.866667,28.216667,14.183333,1768,304,38,66.25559,805,123,751,149,62,0.00739143,0.028416669,41.321068,3,0.89493245,2148,0.42394993,353,30.3125,0,0,0,0,0,0,0,1,0,0,0,0,0
IPB24D-48,3.584962501,Summer,2023,0.602059991,23.17,112.54,Mountain,Tylonycteris,21.204166,7.108333,31.314243,576.36975,31.6,8.9,22.7,26.550001,15.216666,27.5,13.549999,1791,308,38,66.35949,812,122,758,152,63,0.001443218,0.037014816,25.967974,3,0.91658473,2100,0.8353554,345,187.8125,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-50,4.087462841,Summer,2023,0.477121255,23.17,112.54,Mountain,Myotis,21.204166,7.108333,31.314243,576.36975,31.6,8.9,22.7,26.550001,15.216666,27.5,13.549999,1791,308,38,66.35949,812,122,758,152,63,0.001443218,0.037014816,25.967974,3,0.91658473,2100,0.8353554,345,187.8125,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-51,5.469670487,Summer,2023,0.301029996,23.17,112.54,Mountain,Hipposideros,21.204166,7.108333,31.314243,576.36975,31.6,8.9,22.7,26.550001,15.216666,27.5,13.549999,1791,308,38,66.35949,812,122,758,152,63,0.001443218,0.037014816,25.967974,3,0.91658473,2100,0.8353554,345,187.8125,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-52,4.82996615,Summer,2023,0.77815125,22.36,113.49,Mountain,Pipistrellus,22.545834,6.041666,29.328478,540.90186,31.8,11.2,20.599998,28.433334,17.033333,28.433334,15.4,1984,330,33,74.59419,952,106,952,119,61,0.639321506,0.147816479,45.05748,3,0.8114894,58094,0.3806589,3439,6.6875,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-54,3.321928095,Summer,2023,0.602059991,22.1,113.55,Plain,Pipistrellus,22.383333,5.2,26.943005,526.03723,31.1,11.8,19.3,28.1,17.133333,28.1,15.416667,1968,334,26,75.46278,931,91,931,105,13,0.675238504,0.194490261,33.7270962,9,0.90110993,35744,0.39306358,2116,21.5,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-56,5.551730526,Summer,2023,1.361727836,31.36,118.4,Mesa,Pipistrellus,16.25,8.3,25.227962,921.18256,32.4,-0.5,32.9,24.95,4.5666666,27.283333,4.5666666,1180,189,31,51.985764,496,126,492,126,52,0.015261037,0.048782373,48.884754,6,0.5918536,6960,0.4207216,994,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24E-170,3.961409081,Winter,2024,0.301029996,24.36,99.04,Mountain,Rhinolophus,21.158333,11.633333,48.071625,434.67245,30.6,6.4,24.2,25.4,15.016667,25.4,15.016667,1449,336,14,95.337135,890,51,890,51,124,1.709779232,0.026513763,23.023443,3,0.95579374,400,0.46691987,88,798,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24E-171,7.209081696,Winter,2024,1.342422681,25.12,98.41,Mountain,Rhinolophus,15.525,10.833333,47.723938,443.1473,23.9,1.2,22.699999,20.083334,9.400001,20.083334,9.400001,1506,299,15,80.984276,814,66,814,66,102.2,1.061545836,0.438035177,6.853378,2,1,516,0.9358201,117,1754.4375,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24E-172,6.896337612,Winter,2024,1.380211242,25.12,98.41,Mountain,Rhinolophus,15.525,10.833333,47.723938,443.1473,23.9,1.2,22.699999,20.083334,9.400001,20.083334,9.400001,1506,299,15,80.984276,814,66,814,66,102.2,1.061545836,0.438035177,6.853378,2,1,516,0.9358201,117,1754.4375,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24E-174,3.698089277,Winter,2024,0.301029996,23.11,107.55,Hill,Rhinolophus,21.641666,7.5,32.75109,580.2344,32,9.1,22.9,28.05,15.583334,28.05,13.900001,1558,275,34,75.20437,817,114,817,132,91,0.134037638,0.14276144,15.715655,3,0.96604675,395,0.41491997,129,348.375,0,1,0,0,0,0,0,0,0,0,0,0,0
IPB24E-175,6.02159838,Winter,2024,0.477121255,22.49,99.69,Mountain,Rhinolophus,20.145834,12.541667,52.040108,364.24554,30.2,6.1,24.1,23.55,16.466667,23.55,14.966666,1512,301,11,86.610916,824,37,824,46,108,2.002505936,0.705087626,16.819818,3,0.97046554,499,0.5029502,140,1152.0625,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24E-177,4.715111377,Winter,2024,0.477121255,22.49,99.69,Mountain,Rhinolophus,20.145834,12.541667,52.040108,364.24554,30.2,6.1,24.1,23.55,16.466667,23.55,14.966666,1512,301,11,86.610916,824,37,824,46,108,2.002505936,0.705087626,16.819818,3,0.97046554,499,0.5029502,140,1152.0625,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24E-179,6.217545329,Winter,2024,1.301029996,25.26,98.84,Mountain,Hipposideros,20.116667,11.150001,47.046413,448.10373,29.5,5.8,23.7,24.666666,13.9,24.666666,13.9,1472,309,16,85.39352,840,69,840,69,108,1.425121894,0.013351847,16.401068,3,0.8915574,670,0.47175044,153,962,0,0,0,0,0,0,0,0,0,0,1,0,0
IPB24E-180,5.576977058,Winter,2024,0.903089987,21.63,100.24,Mountain,Hipposideros,19.875,11.2,51.612904,321.9507,29.2,7.5,21.7,22.483334,16.766666,22.85,15.316667,1521,306,13,84.115456,801,51,664,57,107,2.822752199,0.584670505,9.4387245,3,0.9662568,189,0.63200766,41,1317.6875,0,0,0,0,0,1,0,0,0,0,0,0,0
IPB24E-181,4.310443058,Winter,2024,0.477121255,24.23,98.43,Mountain,Rhinolophus,17.05,11.35,49.347828,408.5729,25.8,2.8,23,21.133333,11.333333,21.133333,11.333333,1496,320,12,88.401115,853,50,853,50,119,1.442553888,0.107162607,8.140874,2,0.9818974,532,0.8173653,132,1676.3125,0,1,0,0,0,0,0,0,0,0,0,0,0
IPB24E-182,6.085229077,Winter,2024,0.954242509,23,101.96,Mountain,Rhinolophus,16.695833,10.091667,50.968018,367.07355,24.8,5,19.8,20.416666,11.616667,20.416666,11.616667,1276,261,19,84.58957,718,61,718,61,117,0.873638915,0.176673146,23.48891,3,0.90130967,169,0.49317113,67,1804.25,0,1,0,0,0,0,0,0,0,0,0,0,0
IPB24E-183,4.489665461,Winter,2024,0.301029996,23.31,99.33,Mountain,Rhinolophus,18.954166,12.191667,51.659607,385.40097,28.4,4.8,23.599998,22.75,14.983334,22.75,13.55,1418,299,10,88.474655,795,39,795,44,112,1.625339936,0.587446712,10.845089,2,0.98893285,187,0.6979989,58,1540.0625,0,0,0,1,0,0,0,0,0,0,0,0,0
IPB24E-188,6.873551149,Winter,2024,1.146128036,24.44,97.54,Mountain,Aselliscus,22.966667,10.650001,46.916298,405.54865,31.7,9,22.7,26.516666,17.05,26.516666,17.05,1715,400,9,101.90021,1092,36,899,36,110,0.964711587,0.35152404,18.516607,2.4,0.990526056,193,0.39306358,48,333,0,0,0,0,0,0,0,0,0,0,1,0,0
IPB24E-189,4.208884071,Winter,2024,0.602059991,23.64,99.55,Mountain,Aselliscus,20.154167,12.425,50.714287,408.05225,30,5.5,24.5,24.166668,16.016666,24.166668,14.433333,1359,293,11,90.96195,790,42,790,43,120,1.932856974,0.597789857,10.789022,2,0.906916,300,0.7151148,70,1241.5,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24E-191,3.972625163,Winter,2024,0.477121255,23.34,104.52,Mountain,Rhinolophus,16.458334,8.533334,42.036125,468.67722,25.2,4.9,20.300001,21.433334,10,21.433334,10,1430,321,12,88.73514,815,54,815,54,90,0.769853665,0.910574959,10.29351,3,0.9755342,338,0.45917958,122,1435.375,0,0,0,0,0,0,0,0,0,0,1,0,0
IPB24E-192,6.051428324,Winter,2024,0.301029996,22.36,99.79,Mountain,Miniopterus,18.925,12.35,52.109707,347.991,28.9,5.2,23.7,22.2,15.483334,22.2,14,1511,298,13,84.75659,809,42,809,56,107,2.128452976,0.663193519,6.10511,2,1,95,0.6184858,34,1449.5,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24E-193,3.720437014,Winter,2024,0.301029996,24.36,99.04,Mountain,Rhinolophus,21.158333,11.633333,48.071625,434.67245,30.6,6.4,24.2,25.4,15.016667,25.4,15.016667,1449,336,14,95.337135,890,51,890,51,124,1.709779232,0.026513763,23.023443,3,0.95579374,400,0.46691987,88,798,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24E-194,7.513252462,Winter,2024,1,24.23,98.43,Mountain,Rhinolophus,17.05,11.35,49.347828,408.5729,25.8,2.8,23,21.133333,11.333333,21.133333,11.333333,1496,320,12,88.401115,853,50,853,50,119,1.442553888,0.107162607,8.140874,2,0.9818974,532,0.8173653,132,1676.3125,0,1,0,0,0,0,0,0,0,0,0,0,0
IPB24E-195,4.438133203,Winter,2024,0.301029996,23,101.96,Mountain,Rhinolophus,16.695833,10.091667,50.968018,367.07355,24.8,5,19.8,20.416666,11.616667,20.416666,11.616667,1276,261,19,84.58957,718,61,718,61,117,0.873638915,0.176673146,23.48891,3,0.90130967,169,0.49317113,67,1804.25,0,1,0,0,0,0,0,0,0,0,0,0,0
IPB24E-196,6.655105726,Winter,2024,1.431363764,22.36,99.79,Mountain,Rhinolophus,18.925,12.35,52.109707,347.991,28.9,5.2,23.7,22.2,15.483334,22.2,14,1511,298,13,84.75659,809,42,809,56,107,2.128452976,0.663193519,6.10511,2,1,95,0.6184858,34,1449.5,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24E-197,6.345684048,Winter,2024,1.414973348,22.36,99.79,Mountain,Rhinolophus,18.925,12.35,52.109707,347.991,28.9,5.2,23.7,22.2,15.483334,22.2,14,1511,298,13,84.75659,809,42,809,56,107,2.128452976,0.663193519,6.10511,2,1,95,0.6184858,34,1449.5,0,0,0,0,0,0,0,0,0,0,0,0,0
