gbifID,Province_standard,Species,Genus,Family,decimalLongitude,decimalLatitude,Province_assignment_method,basisOfRecord,coordinateUncertaintyInMeters
3346841245,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346841239,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346841238,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346841237,Guizhou,Myotis siligorensis,Myotis,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346841235,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346841234,Guizhou,Harpiocephalus harpia,Harpiocephalus,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346839606,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346839605,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346831454,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346831450,Guizhou,Ia io,Ia,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346826455,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346826454,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346826450,Guizhou,Hipposideros pomona,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346826449,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346821467,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346820501,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346808266,Guangxi,Myotis muricola,Myotis,Vespertilionidae,105.98,23.08,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346808263,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346803298,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346798268,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346798267,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346798265,Guizhou,Myotis siligorensis,Myotis,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346798262,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346788300,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346788299,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346788298,Guizhou,Myotis siligorensis,Myotis,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346788296,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346745010,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346745003,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.16,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346745002,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346744997,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346744991,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346742984,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346742967,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346742966,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.83,21.89,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346742945,Guangxi,Hipposideros pomona,Hipposideros,Hipposideridae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346742940,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,107.17,28.28,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346740988,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346740975,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346739009,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346739008,Guangxi,Scotomanes ornatus,Scotomanes,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346739007,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346738999,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.16,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346738996,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346733977,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346733976,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346733965,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346733961,Guangxi,Pipistrellus coromandra,Pipistrellus,Vespertilionidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346729137,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346729129,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346729118,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.83,21.89,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346729097,Guangxi,Hipposideros pomona,Hipposideros,Hipposideridae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346729091,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,107.17,28.28,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727083,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727082,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727081,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727077,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727073,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727072,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727067,Guizhou,Myotis pilosus,Myotis,Vespertilionidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346727064,Guangxi,Murina cyclotis,Murina,Vespertilionidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346726218,Guangxi,Scotomanes ornatus,Scotomanes,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346726211,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346726210,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346726203,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346726202,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346726197,Guizhou,Myotis pilosus,Myotis,Vespertilionidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346724821,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346724815,Guangxi,Myotis montivagus,Myotis,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346724814,Guizhou,Myotis muricola,Myotis,Vespertilionidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722830,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722822,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722821,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722817,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722811,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722810,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722789,Guangxi,Hipposideros larvatus,Hipposideros,Hipposideridae,105.98,23.08,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346722783,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346695948,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346695947,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346695936,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346695935,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.83,21.89,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346695932,Guangxi,Pipistrellus coromandra,Pipistrellus,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346692073,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346692065,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346692062,Guangxi,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,105.98,23.08,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346692047,Guizhou,Myotis siligorensis,Myotis,Vespertilionidae,107.17,28.28,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346692032,Guangxi,Hipposideros pomona,Hipposideros,Hipposideridae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346692026,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,107.17,28.28,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346689867,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346689865,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346689853,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346689846,Guangxi,Myotis muricola,Myotis,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346688858,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346688851,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346688848,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346688842,Guangxi,Myotis montivagus,Myotis,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346688829,Guangxi,Kerivoula hardwickii,Kerivoula,Vespertilionidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346688819,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346687976,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346687975,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346687973,Guangxi,Rhinolophus stheno,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346687963,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.83,21.89,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346687960,Guangxi,Pipistrellus coromandra,Pipistrellus,Vespertilionidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346687952,Guangxi,Miniopterus magnater,Miniopterus,Vespertilionidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346686864,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346686861,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346686856,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346686849,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346686848,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685993,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685985,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.16,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685984,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.59,29.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685979,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685974,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685973,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685964,Guangxi,Murina cyclotis,Murina,Vespertilionidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346685951,Guangxi,Hipposideros larvatus,Hipposideros,Hipposideridae,107.83,21.89,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684953,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684945,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684944,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684940,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684934,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684933,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684918,Guizhou,Hypsugo pulveratus,Hypsugo,Vespertilionidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346684912,Guangxi,Hipposideros larvatus,Hipposideros,Hipposideridae,105.98,23.08,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680939,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680935,Guizhou,Rhinolophus xinanzhongguoensis,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680931,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680930,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,107.58,29.17,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680925,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680919,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680912,Guizhou,Myotis siligorensis,Myotis,Vespertilionidae,107.15,28.23,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346680892,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,107.17,28.28,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346675913,Guangxi,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346675910,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,107.89,21.85,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346675904,Guangxi,Myotis montivagus,Myotis,Vespertilionidae,107.86,21.84,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3346675880,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,105.97,23.12,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
3344081350,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,35.0
3333278326,Guangdong,Taphozous theobaldi,Taphozous,Emballonuridae,,,stateProvince,HUMAN_OBSERVATION,122.0
3327982913,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,224.0
3302494180,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,199.0
3302252174,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,202.0
3112770433,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,332.0
3058911339,Yunnan,Hipposideros gentilis,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
3058683470,Zhejiang,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,825.0
3044593544,Sichuan,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,5481.0
3028138896,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028138348,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028137393,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028133550,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028123686,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028111437,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028110422,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028098659,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028092043,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028087755,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028086814,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028078450,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028069531,Sichuan,Barbastella leucomelas,Barbastella,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028050620,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028043460,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028014558,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028011307,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3028005990,Sichuan,Barbastella leucomelas,Barbastella,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3027991171,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3027990696,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3027979311,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3027974249,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3027973573,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
3027971429,Sichuan,Nyctalus noctula,Nyctalus,Vespertilionidae,,,stateProvince,MATERIAL_SAMPLE,
2898353133,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,199.0
2873966357,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,122.0
2864883370,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,15.0
2813317304,Guangxi,Murina harrisoni,Murina,Vespertilionidae,,,stateProvince,MATERIAL_CITATION,
